Alwernia;50.06666666666667;19.516666666666666
Andrychów;49.86666666666667;19.333333333333332
Annopol;50.88333333333333;21.866666666666667
Augustów;53.85;22.966666666666665
Babimost;52.164722222222224;15.828888888888889
Baborów;50.15777777777778;17.98
Barcin;52.85;17.95
Barczewo;53.836666666666666;20.69527777777778
Barlinek;52.992222222222225;15.216388888888888
Bartoszyce;54.25;20.8
Barwice;53.733333333333334;16.35
Bełchatów;51.36666666666667;19.366666666666667
Bełżyce;51.18333333333333;22.266666666666666
Będzin;50.32388888888889;19.129166666666666
Białobrzegi;51.65;20.95
Białogard;54.003055555555555;15.992222222222223
Białystok;53.11666666666667;23.166666666666668
Biecz;49.731944444444444;21.2625
Bielawa;50.7;16.616666666666667
Bielsko-Biała;49.8225;19.044444444444444
Bieruń;50.08972222222222;19.092777777777776
Bierutów;51.13333333333333;17.533333333333335
Bieżuń;52.95;19.883333333333333
Biłgoraj;50.55;22.733333333333334
Biskupiec;53.85;20.95
Bisztynek;54.06666666666667;20.9
Blachownia;50.77777777777778;18.975
Błaszki;51.65;18.433333333333334
Błażowa;49.9;22.1
Błonie;52.2;20.616666666666667
Bobolice;53.95;16.583333333333332
Bochnia;49.983333333333334;20.433333333333334
Bodzentyn;50.94083333333333;20.95777777777778
Bogatynia;50.9075;14.953888888888889
Boguszów-Gorce;50.755833333333335;16.205
Bojanowo;51.7;16.75
Bolesławiec;51.266666666666666;15.566666666666666
Bolków;50.93333333333333;16.1
Braniewo;54.38333333333333;19.833333333333332
Brańsk;52.75;22.833333333333332
Brodnica;53.25;19.4
Brok;52.7;21.85
Brusy;53.885555555555555;17.721944444444446
Brwinów;52.1425;20.7175
Brzesko;49.96666666666667;20.616666666666667
Brzeszcze;50.0;19.15
Brzeziny;51.8;19.75
Brzozów;49.695277777777775;22.019444444444446
Bukowno;50.268055555555556;19.463055555555556
Bychawa;51.016666666666666;22.533333333333335
Byczyna;51.11666666666667;18.216666666666665
Bydgoszcz;53.11666666666667;18.0
Bytom;50.348333333333336;18.915555555555557
Bytów;54.13333333333333;17.5
Cedynia;52.88333333333333;14.2
Chełm;51.15;23.483333333333334
Chełmek;50.09972222222222;19.24861111111111
Chełmno;53.365833333333335;18.422777777777778
Chełmża;53.2;18.6
Chęciny;50.80277777777778;20.467222222222222
Chocianów;51.416666666666664;15.916666666666666
Chociwel;53.46666666666667;15.333333333333334
Chodecz;52.405277777777776;19.028333333333332
Chodzież;52.99;16.911944444444444
Chojna;52.96333333333333;14.426944444444445
Chojnice;53.7;17.55
Chojnów;51.266666666666666;15.933333333333334
Choroszcz;53.143055555555556;22.985555555555557
Chorzele;53.25;20.9
Chorzów;50.3;18.95
Choszczno;53.16916666666667;15.419444444444444
Chrzanów;50.13333333333333;19.4
Ciechanowiec;52.68333333333333;22.5
Ciechanów;52.86666666666667;20.633333333333333
Ciechocinek;52.88333333333333;18.783333333333335
Cieszanów;50.246944444444445;23.129166666666666
Cieszyn;49.75;18.633333333333333
Ciężkowice;49.8;20.966666666666665
Cybinka;52.2;14.8
Czaplinek;53.55;16.233333333333334
Czarne;53.68333333333333;16.95
Czarnków;52.904444444444444;16.564166666666665
Czchów;49.85;20.683333333333334
Czechowice-Dziedzice;49.91111111111111;19.0075
Czeladź;50.31722222222222;19.07027777777778
Czempiń;52.15;16.766666666666666
Czerniejewo;52.43333333333333;17.483333333333334
